Duration,TargetShape,Type,acc,accuracy,average_response_time,avg_rt,background,bidi,block_size,browser_codename,browser_name,browser_version,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_difficult_practice_resp,correct_difficult_resp,correct_easy_practice_resp,correct_easy_resp,correct_number_input_1,count_Ethics,count_Goodbye,count_Goodbye_Contacts,count_Instructions,count_OpeningWelcome,count_Pop_tunes,count_break,count_difficult_practice,count_difficult_practice_loop,count_difficult_practice_resp,count_difficult_resp,count_difficult_task,count_difficult_task_loop,count_easy_practice,count_easy_practice_loop,count_easy_practice_resp,count_easy_resp,count_easy_task,count_easy_task_loop,count_experiment,count_experimentbegins,count_fixation,count_get_participant_num_1,count_get_sub_num_1,count_init_1,count_instructions_difficult,count_mindwanderingprobe,count_new_logger_3,count_new_sketchpad_5_1,count_number_input_1,count_osweb,count_practice_instruction,count_process_input_1,count_show_input_1,count_stimuli,cr,date_startdate,date_startdateUTC,date_starttime,datetime,description,disable_garbage_collection,empty_column,experiment_debug,experiment_parameters,experiment_path,experiment_pilot,experiment_taskname,experiment_taskversion,fname,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,jatosStudyResultId,jatosVersion,keyboard_backend,mouse_backend,multichar_response,opensesame_codename,opensesame_version,penwidth,psychopy_waitblanking,queryParams_batchId,queryParams_generalMultiple,repeat_cycle,response,response_Instructions,response_OpeningWelcome,response_Pop_tunes,response_break,response_difficult_practice_resp,response_difficult_resp,response_easy_practice_resp,response_easy_resp,response_experimentbegins,response_instructions_difficult,response_mindwanderingprobe,response_new_sketchpad_5_1,response_number_input_1,response_practice_instruction,response_time,response_time_Instructions,response_time_OpeningWelcome,response_time_Pop_tunes,response_time_break,response_time_difficult_practice_resp,response_time_difficult_resp,response_time_easy_practice_resp,response_time_easy_resp,response_time_experimentbegins,response_time_instructions_difficult,response_time_mindwanderingprobe,response_time_new_sketchpad_5_1,response_time_number_input_1,response_time_practice_instruction,round_decimals,sampler_backend,screen_availableHeight,screen_availableWidth,screen_colorDepth,screen_height,screen_pixelDepth,screen_screenX,screen_screenY,screen_width,sessionid,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,system_os,time_Instructions,time_OpeningWelcome,time_Pop_tunes,time_break,time_difficult_practice_loop,time_difficult_practice_resp,time_difficult_resp,time_difficult_task_loop,time_easy_practice_loop,time_easy_practice_resp,time_easy_resp,time_easy_task_loop,time_experimentbegins,time_fixation,time_get_sub_num_1,time_init_1,time_instructions_difficult,time_mindwanderingprobe,time_new_logger_3,time_new_sketchpad_5_1,time_number_input_1,time_practice_instruction,time_process_input_1,time_show_input_1,time_stimuli,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
3000,,Stimuli,32,32,1184,1184,black,no,3124,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,0,,,0,0,,0,0,0,0,0,0,0,,0,,,,0,7,0,7,87,87,0,0,0,95,6,0,0,0,0,87,0,6,0,0,6,6,95,None,16/02/2022,16/02/2022,12:45:21,Wed Mar 16 2022 12:45:21 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide1.jpg,no,mono,no,18,no,white,no,no,768,22853,3.6.1,psycho,psycho,zs2405,osweb,1.4.0,1,yes,621,,0,m,space,space,None,,,,m,m,space,,space,,enter,space,549,1113,12210,7493,,,,2240,549,6101,,1290,,943,541,2,psycho,680,1280,24,720,24,0,0,1280,1.64743E+12,1024,2,48000,-16,experiment,18731,odd,Win32,17130,4907,20107,,188,,,188,188,41737,201020,188,43985,200505,188,167,,18260,201585,,3948,19559,4905,3948,201020,New experiment,33,121987,103,yes,1024
infinite,,Target,33,33,1180,1180,black,no,3124,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,1,,,0,1,,0,0,0,0,0,0,0,,0,,,,0,7,0,7,88,88,0,0,0,96,6,0,0,0,0,88,0,6,0,0,6,6,96,z,16/02/2022,16/02/2022,12:45:21,Wed Mar 16 2022 12:45:21 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide12.jpg,no,mono,no,18,no,white,no,no,768,22853,3.6.1,psycho,psycho,zs2405,osweb,1.4.0,1,yes,621,,0,z,space,space,None,,,,m,z,space,,space,,enter,space,745,1113,12210,7493,,,,2240,745,6101,,1290,,943,541,2,psycho,680,1280,24,720,24,0,0,1280,1.64743E+12,1024,2,48000,-16,experiment,18731,odd,Win32,17130,4907,20107,,188,,,188,188,41737,202102,188,43985,201588,188,167,,18260,202850,,3948,19559,4905,3948,202102,New experiment,34,122732,104,yes,1024
3000,,Stimuli,32,32,1184,1184,black,no,3124,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,0,,,0,0,,0,0,0,0,0,0,0,,0,,,,0,7,0,7,89,89,0,0,0,97,6,0,0,0,0,89,0,6,0,0,6,6,97,None,16/02/2022,16/02/2022,12:45:21,Wed Mar 16 2022 12:45:21 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide8.jpg,no,mono,no,18,no,white,no,no,768,22853,3.6.1,psycho,psycho,zs2405,osweb,1.4.0,1,yes,621,,0,m,space,space,None,,,,m,m,space,,space,,enter,space,1595,1113,12210,7493,,,,2240,1595,6101,,1290,,943,541,2,psycho,680,1280,24,720,24,0,0,1280,1.64743E+12,1024,2,48000,-16,experiment,18731,odd,Win32,17130,4907,20107,,188,,,188,188,41737,203370,188,43985,202853,188,167,,18260,204966,,3948,19559,4905,3948,203370,New experiment,34,124327,105,yes,1024
infinite,,Target,33,33,1180,1180,black,no,3124,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,1,,,0,1,,0,0,0,0,0,0,0,,0,,,,0,7,0,7,90,90,0,0,0,98,6,0,0,0,0,90,0,6,0,0,6,6,98,m,16/02/2022,16/02/2022,12:45:21,Wed Mar 16 2022 12:45:21 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide5.jpg,no,mono,no,18,no,white,no,no,768,22853,3.6.1,psycho,psycho,zs2405,osweb,1.4.0,1,yes,621,,0,m,space,space,None,,,,m,m,space,,space,,enter,space,710,1113,12210,7493,,,,2240,710,6101,,1290,,943,541,2,psycho,680,1280,24,720,24,0,0,1280,1.64743E+12,1024,2,48000,-16,experiment,18731,odd,Win32,17130,4907,20107,,188,,,188,188,41737,205482,188,43985,204968,188,167,,18260,206197,,3948,19559,4905,3948,205482,New experiment,35,125037,106,yes,1024
3000,,Stimuli,34,34,1197,1197,black,no,3124,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,1,,,0,1,,0,0,0,0,0,0,0,,0,,,,0,7,0,7,91,91,0,0,0,99,6,0,0,0,0,91,0,6,0,0,6,6,99,None,16/02/2022,16/02/2022,12:45:21,Wed Mar 16 2022 12:45:21 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide2.jpg,no,mono,no,18,no,white,no,no,768,22853,3.6.1,psycho,psycho,zs2405,osweb,1.4.0,1,yes,621,,0,None,space,space,None,,,,m,None,space,,space,,enter,space,3013,1113,12210,7493,,,,2240,3013,6101,,1290,,943,541,2,psycho,680,1280,24,720,24,0,0,1280,1.64743E+12,1024,2,48000,-16,experiment,18731,odd,Win32,17130,4907,20107,,188,,,188,188,41737,206714,188,43985,206201,188,167,,18260,209729,,3948,19559,4905,3948,206714,New experiment,36,128050,107,yes,1024
3000,,Stimuli,34,34,1214,1214,black,no,3124,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,1,,,0,1,,0,0,0,0,0,0,0,,0,,,,0,7,0,7,92,92,0,0,0,100,6,0,0,0,0,92,0,6,0,0,6,6,100,None,16/02/2022,16/02/2022,12:45:21,Wed Mar 16 2022 12:45:21 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide13.jpg,no,mono,no,18,no,white,no,no,768,22853,3.6.1,psycho,psycho,zs2405,osweb,1.4.0,1,yes,621,,0,None,space,space,None,,,,m,None,space,,space,,enter,space,3013,1113,12210,7493,,,,2240,3013,6101,,1290,,943,541,2,psycho,680,1280,24,720,24,0,0,1280,1.64743E+12,1024,2,48000,-16,experiment,18731,odd,Win32,17130,4907,20107,,188,,,188,188,41737,210244,188,43985,209732,188,167,,18260,213257,,3948,19559,4905,3948,210244,New experiment,37,131063,108,yes,1024
infinite,,Probe,34,34,1213,1213,black,no,3124,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,0,,,0,0,,0,0,0,0,0,0,0,,0,,,,0,7,0,7,93,93,0,0,0,101,6,0,0,0,0,93,0,6,0,0,6,6,101,y;n,16/02/2022,16/02/2022,12:45:21,Wed Mar 16 2022 12:45:21 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,wandering.jpg,no,mono,no,18,no,white,no,no,768,22853,3.6.1,psycho,psycho,zs2405,osweb,1.4.0,1,yes,621,,0,y,space,space,None,,,,m,y,space,,space,,enter,space,1169,1113,12210,7493,,,,2240,1169,6101,,1290,,943,541,2,psycho,680,1280,24,720,24,0,0,1280,1.64743E+12,1024,2,48000,-16,experiment,18731,odd,Win32,17130,4907,20107,,188,,,188,188,41737,213774,188,43985,213260,188,167,,18260,214956,,3948,19559,4905,3948,213774,New experiment,37,132232,109,yes,1024
3000,Target,Stimuli,32,32,1176,1176,black,no,3124,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,0,1,0,0,0,,0,0,0,0,0,0,0,7,0,7,0,0,0,7,0,7,93,93,0,0,0,110,6,0,0,0,0,94,0,6,0,0,6,6,110,None,16/02/2022,16/02/2022,12:45:21,Wed Mar 16 2022 12:45:21 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide1.jpg,no,mono,no,18,no,white,no,no,768,22853,3.6.1,psycho,psycho,zs2405,osweb,1.4.0,1,yes,621,,0,m,space,space,None,space,m,m,m,y,space,space,space,space,enter,space,821,1113,12210,7493,2105,447,821,2240,1169,6101,503,1290,1060,943,541,2,psycho,680,1280,24,720,24,0,0,1280,1.64743E+12,1024,2,48000,-16,experiment,18731,odd,Win32,17130,4907,20107,214958,188,227065,229143,188,188,41737,213774,188,43985,228632,188,167,217072,18260,229975,227528,3948,19559,4905,3948,229143,New experiment,38,138772,118,yes,1024
infinite,Target,Target,33,33,1170,1170,black,no,3124,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,1,1,1,0,0,,0,0,0,0,0,0,0,7,0,7,1,1,0,7,0,7,93,93,0,0,0,111,6,0,0,0,0,95,0,6,0,0,6,6,111,m,16/02/2022,16/02/2022,12:45:21,Wed Mar 16 2022 12:45:21 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide21.jpg,no,mono,no,18,no,white,no,no,768,22853,3.6.1,psycho,psycho,zs2405,osweb,1.4.0,1,yes,621,,0,m,space,space,None,space,m,m,m,y,space,space,space,space,enter,space,437,1113,12210,7493,2105,447,437,2240,1169,6101,503,1290,1060,943,541,2,psycho,680,1280,24,720,24,0,0,1280,1.64743E+12,1024,2,48000,-16,experiment,18731,odd,Win32,17130,4907,20107,214958,188,227065,230494,188,188,41737,213774,188,43985,229978,188,167,217072,18260,230941,227528,3948,19559,4905,3948,230494,New experiment,39,139209,119,yes,1024
3000,Target,Stimuli,33,33,1165,1165,black,no,3124,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,0,1,0,0,0,,0,0,0,0,0,0,0,7,0,7,2,2,0,7,0,7,93,93,0,0,0,112,6,0,0,0,0,96,0,6,0,0,6,6,112,None,16/02/2022,16/02/2022,12:45:21,Wed Mar 16 2022 12:45:21 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide2.jpg,no,mono,no,18,no,white,no,no,768,22853,3.6.1,psycho,psycho,zs2405,osweb,1.4.0,1,yes,621,,0,m,space,space,None,space,m,m,m,y,space,space,space,space,enter,space,622,1113,12210,7493,2105,447,622,2240,1169,6101,503,1290,1060,943,541,2,psycho,680,1280,24,720,24,0,0,1280,1.64743E+12,1024,2,48000,-16,experiment,18731,odd,Win32,17130,4907,20107,214958,188,227065,231458,188,188,41737,213774,188,43985,230943,188,167,217072,18260,232089,227528,3948,19559,4905,3948,231457,New experiment,39,139831,120,yes,1024
infinite,Target,Target,33,33,1159,1159,black,no,3124,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,1,1,1,0,0,,0,0,0,0,0,0,0,7,0,7,3,3,0,7,0,7,93,93,0,0,0,113,6,0,0,0,0,97,0,6,0,0,6,6,113,m,16/02/2022,16/02/2022,12:45:21,Wed Mar 16 2022 12:45:21 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide20.jpg,no,mono,no,18,no,white,no,no,768,22853,3.6.1,psycho,psycho,zs2405,osweb,1.4.0,1,yes,621,,0,m,space,space,None,space,m,m,m,y,space,space,space,space,enter,space,381,1113,12210,7493,2105,447,381,2240,1169,6101,503,1290,1060,943,541,2,psycho,680,1280,24,720,24,0,0,1280,1.64743E+12,1024,2,48000,-16,experiment,18731,odd,Win32,17130,4907,20107,214958,188,227065,232606,188,188,41737,213774,188,43985,232093,188,167,217072,18260,232988,227528,3948,19559,4905,3948,232606,New experiment,40,140212,121,yes,1024
3000,Target,Stimuli,33,33,1153,1153,black,no,3124,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,0,1,0,0,0,,0,0,0,0,0,0,0,7,0,7,4,4,0,7,0,7,93,93,0,0,0,114,6,0,0,0,0,98,0,6,0,0,6,6,114,None,16/02/2022,16/02/2022,12:45:21,Wed Mar 16 2022 12:45:21 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide7.jpg,no,mono,no,18,no,white,no,no,768,22853,3.6.1,psycho,psycho,zs2405,osweb,1.4.0,1,yes,621,,0,m,space,space,None,space,m,m,m,y,space,space,space,space,enter,space,394,1113,12210,7493,2105,447,394,2240,1169,6101,503,1290,1060,943,541,2,psycho,680,1280,24,720,24,0,0,1280,1.64743E+12,1024,2,48000,-16,experiment,18731,odd,Win32,17130,4907,20107,214958,188,227065,233505,188,188,41737,213774,188,43985,232991,188,167,217072,18260,233905,227528,3948,19559,4905,3948,233505,New experiment,40,140606,122,yes,1024
3000,Target,Stimuli,33,33,1149,1149,black,no,3124,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,0,1,0,0,0,,0,0,0,0,0,0,0,7,0,7,5,5,0,7,0,7,93,93,0,0,0,115,6,0,0,0,0,99,0,6,0,0,6,6,115,None,16/02/2022,16/02/2022,12:45:21,Wed Mar 16 2022 12:45:21 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide14.jpg,no,mono,no,18,no,white,no,no,768,22853,3.6.1,psycho,psycho,zs2405,osweb,1.4.0,1,yes,621,,0,m,space,space,None,space,m,m,m,y,space,space,space,space,enter,space,734,1113,12210,7493,2105,447,734,2240,1169,6101,503,1290,1060,943,541,2,psycho,680,1280,24,720,24,0,0,1280,1.64743E+12,1024,2,48000,-16,experiment,18731,odd,Win32,17130,4907,20107,214958,188,227065,234422,188,188,41737,213774,188,43985,233908,188,167,217072,18260,235171,227528,3948,19559,4905,3948,234422,New experiment,40,141340,123,yes,1024
3000,Target,Stimuli,32,32,1146,1146,black,no,3124,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,0,1,0,0,0,,0,0,0,0,0,0,0,7,0,7,6,6,0,7,0,7,93,93,0,0,0,116,6,0,0,0,0,100,0,6,0,0,6,6,116,None,16/02/2022,16/02/2022,12:45:21,Wed Mar 16 2022 12:45:21 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide8.jpg,no,mono,no,18,no,white,no,no,768,22853,3.6.1,psycho,psycho,zs2405,osweb,1.4.0,1,yes,621,,0,m,space,space,None,space,m,m,m,y,space,space,space,space,enter,space,730,1113,12210,7493,2105,447,730,2240,1169,6101,503,1290,1060,943,541,2,psycho,680,1280,24,720,24,0,0,1280,1.64743E+12,1024,2,48000,-16,experiment,18731,odd,Win32,17130,4907,20107,214958,188,227065,235687,188,188,41737,213774,188,43985,235174,188,167,217072,18260,236418,227528,3948,19559,4905,3948,235687,New experiment,40,142070,124,yes,1024
infinite,Target,Target,33,33,1144,1144,black,no,3124,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,1,1,1,0,0,,0,0,0,0,0,0,0,7,0,7,7,7,0,7,0,7,93,93,0,0,0,117,6,0,0,0,0,101,0,6,0,0,6,6,117,m,16/02/2022,16/02/2022,12:45:21,Wed Mar 16 2022 12:45:21 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide21.jpg,no,mono,no,18,no,white,no,no,768,22853,3.6.1,psycho,psycho,zs2405,osweb,1.4.0,1,yes,621,,0,m,space,space,None,space,m,m,m,y,space,space,space,space,enter,space,962,1113,12210,7493,2105,447,962,2240,1169,6101,503,1290,1060,943,541,2,psycho,680,1280,24,720,24,0,0,1280,1.64743E+12,1024,2,48000,-16,experiment,18731,odd,Win32,17130,4907,20107,214958,188,227065,236936,188,188,41737,213774,188,43985,236423,188,167,217072,18260,237901,227528,3948,19559,4905,3948,236936,New experiment,41,143032,125,yes,1024
infinite,Target,Probe,33,33,1146,1146,black,no,3124,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,0,1,0,0,0,,0,0,0,0,0,0,0,7,0,7,8,8,0,7,0,7,93,93,0,0,0,118,6,0,0,0,0,102,0,6,0,0,6,6,118,y;n,16/02/2022,16/02/2022,12:45:21,Wed Mar 16 2022 12:45:21 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,wandering.jpg,no,mono,no,18,no,white,no,no,768,22853,3.6.1,psycho,psycho,zs2405,osweb,1.4.0,1,yes,621,,0,y,space,space,None,space,m,y,m,y,space,space,space,space,enter,space,1316,1113,12210,7493,2105,447,1316,2240,1169,6101,503,1290,1060,943,541,2,psycho,680,1280,24,720,24,0,0,1280,1.64743E+12,1024,2,48000,-16,experiment,18731,odd,Win32,17130,4907,20107,214958,188,227065,238419,188,188,41737,213774,188,43985,237909,188,167,217072,18260,239749,227528,3948,19559,4905,3948,238419,New experiment,41,144348,126,yes,1024
3000,Target,Stimuli,33,33,1160,1160,black,no,3124,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,1,1,1,0,0,,0,0,0,0,0,0,0,7,0,7,9,9,0,7,0,7,93,93,0,0,0,119,6,0,0,0,0,103,0,6,0,0,6,6,119,None,16/02/2022,16/02/2022,12:45:21,Wed Mar 16 2022 12:45:21 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide13.jpg,no,mono,no,18,no,white,no,no,768,22853,3.6.1,psycho,psycho,zs2405,osweb,1.4.0,1,yes,621,,0,None,space,space,None,space,m,None,m,y,space,space,space,space,enter,space,3013,1113,12210,7493,2105,447,3013,2240,1169,6101,503,1290,1060,943,541,2,psycho,680,1280,24,720,24,0,0,1280,1.64743E+12,1024,2,48000,-16,experiment,18731,odd,Win32,17130,4907,20107,214958,188,227065,240266,188,188,41737,213774,188,43985,239755,188,167,217072,18260,243280,227528,3948,19559,4905,3948,240266,New experiment,42,147361,127,yes,1024
3000,Target,Stimuli,33,33,1162,1162,black,no,3124,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,0,1,0,0,0,,0,0,0,0,0,0,0,7,0,7,10,10,0,7,0,7,93,93,0,0,0,120,6,0,0,0,0,104,0,6,0,0,6,6,120,None,16/02/2022,16/02/2022,12:45:21,Wed Mar 16 2022 12:45:21 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide1.jpg,no,mono,no,18,no,white,no,no,768,22853,3.6.1,psycho,psycho,zs2405,osweb,1.4.0,1,yes,621,,0,m,space,space,None,space,m,m,m,y,space,space,space,space,enter,space,1391,1113,12210,7493,2105,447,1391,2240,1169,6101,503,1290,1060,943,541,2,psycho,680,1280,24,720,24,0,0,1280,1.64743E+12,1024,2,48000,-16,experiment,18731,odd,Win32,17130,4907,20107,214958,188,227065,243797,188,188,41737,213774,188,43985,243287,188,167,217072,18260,245194,227528,3948,19559,4905,3948,243797,New experiment,42,148752,128,yes,1024
3000,Target,Stimuli,33,33,1155,1155,black,no,3124,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,0,1,0,0,0,,0,0,0,0,0,0,0,7,0,7,11,11,0,7,0,7,93,93,0,0,0,121,6,0,0,0,0,105,0,6,0,0,6,6,121,None,16/02/2022,16/02/2022,12:45:21,Wed Mar 16 2022 12:45:21 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide14.jpg,no,mono,no,18,no,white,no,no,768,22853,3.6.1,psycho,psycho,zs2405,osweb,1.4.0,1,yes,621,,0,m,space,space,None,space,m,m,m,y,space,space,space,space,enter,space,291,1113,12210,7493,2105,447,291,2240,1169,6101,503,1290,1060,943,541,2,psycho,680,1280,24,720,24,0,0,1280,1.64743E+12,1024,2,48000,-16,experiment,18731,odd,Win32,17130,4907,20107,214958,188,227065,245711,188,188,41737,213774,188,43985,245200,188,167,217072,18260,246010,227528,3948,19559,4905,3948,245711,New experiment,42,149043,129,yes,1024
3000,Target,Stimuli,32,32,1147,1147,black,no,3124,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,0,1,0,0,0,,0,0,0,0,0,0,0,7,0,7,12,12,0,7,0,7,93,93,0,0,0,122,6,0,0,0,0,106,0,6,0,0,6,6,122,None,16/02/2022,16/02/2022,12:45:21,Wed Mar 16 2022 12:45:21 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide19.jpg,no,mono,no,18,no,white,no,no,768,22853,3.6.1,psycho,psycho,zs2405,osweb,1.4.0,1,yes,621,,0,m,space,space,None,space,m,m,m,y,space,space,space,space,enter,space,5,1113,12210,7493,2105,447,5,2240,1169,6101,503,1290,1060,943,541,2,psycho,680,1280,24,720,24,0,0,1280,1.64743E+12,1024,2,48000,-16,experiment,18731,odd,Win32,17130,4907,20107,214958,188,227065,246527,188,188,41737,213774,188,43985,246012,188,167,217072,18260,246542,227528,3948,19559,4905,3948,246527,New experiment,42,149048,130,yes,1024
3000,Target,Stimuli,32,32,1144,1144,black,no,3124,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,0,1,0,0,0,,0,0,0,0,0,0,0,7,0,7,13,13,0,7,0,7,93,93,0,0,0,123,6,0,0,0,0,107,0,6,0,0,6,6,123,None,16/02/2022,16/02/2022,12:45:21,Wed Mar 16 2022 12:45:21 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide14.jpg,no,mono,no,18,no,white,no,no,768,22853,3.6.1,psycho,psycho,zs2405,osweb,1.4.0,1,yes,621,,0,m,space,space,None,space,m,m,m,y,space,space,space,space,enter,space,754,1113,12210,7493,2105,447,754,2240,1169,6101,503,1290,1060,943,541,2,psycho,680,1280,24,720,24,0,0,1280,1.64743E+12,1024,2,48000,-16,experiment,18731,odd,Win32,17130,4907,20107,214958,188,227065,247059,188,188,41737,213774,188,43985,246545,188,167,217072,18260,247825,227528,3948,19559,4905,3948,247059,New experiment,42,149802,131,yes,1024
